NC_012885_00088|MPF_T,"AAMLWV010000046.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FDA632960-1 isolate CFSAN019047 SAMN02918686-rid5576813.denovo.046, whole genome shotgun sequence",815,36383,1,815,8645,11089,815,16,98.037,100.0,100.0,minus,0.0,1638,mate-pair-formation
NC_016974_00085|MPF_F,"AAMLWV010000046.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FDA632960-1 isolate CFSAN019047 SAMN02918686-rid5576813.denovo.046, whole genome shotgun sequence",192,36383,1,192,18028,18603,192,1,99.479,100.0,100.0,minus,3.42e-119,365,mate-pair-formation
NC_012885_00083|MPF_F,"AAMLWV010000046.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FDA632960-1 isolate CFSAN019047 SAMN02918686-rid5576813.denovo.046, whole genome shotgun sequence",438,36383,1,438,18603,19916,438,42,90.411,100.0,100.0,minus,0.0,752,mate-pair-formation
NC_014170_00023|MPF_F,"AAMLWV010000046.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FDA632960-1 isolate CFSAN019047 SAMN02918686-rid5576813.denovo.046, whole genome shotgun sequence",305,36383,1,305,19916,20830,305,24,92.131,100.0,100.0,minus,0.0,569,mate-pair-formation
NC_009140_00071|MPF_F,"AAMLWV010000046.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FDA632960-1 isolate CFSAN019047 SAMN02918686-rid5576813.denovo.046, whole genome shotgun sequence",621,36383,1,621,25253,27115,621,0,100.0,100.0,100.0,minus,0.0,1177,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
NC_012690_00071|MOBH,"AANWXA010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 19MD12GT08-S SAMN13842006-rid8889213.denovo.033, whole genome shotgun sequence",458,50307,245,458,19916,20557,214,4,98.131,47.0,100.0,minus,2.86e-141,440,relaxase
NC_012885_00072|MOBH,"AANWXA010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 19MD12GT08-S SAMN13842006-rid8889213.denovo.033, whole genome shotgun sequence",987,50307,1,986,27118,30084,991,104,88.799,99.0,99.0,minus,0.0,1597,relaxase
NC_023291_00077|MPF_F,"AANWXA010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 19MD12GT08-S SAMN13842006-rid8889213.denovo.033, whole genome shotgun sequence",335,50307,1,335,4886,5890,335,2,99.403,100.0,100.0,minus,0.0,582,mate-pair-formation
NC_012885_00091|MPF_F,"AANWXA010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 19MD12GT08-S SAMN13842006-rid8889213.denovo.033, whole genome shotgun sequence",422,50307,1,422,6558,7820,422,24,94.076,100.0,100.0,minus,0.0,821,mate-pair-formation
NC_012885_00088|MPF_T,"AANWXA010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 19MD12GT08-S SAMN13842006-rid8889213.denovo.033, whole genome shotgun sequence",815,50307,1,815,8645,11089,815,16,98.037,100.0,100.0,minus,0.0,1638,mate-pair-formation
NC_016974_00085|MPF_F,"AANWXA010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 19MD12GT08-S SAMN13842006-rid8889213.denovo.033, whole genome shotgun sequence",192,50307,1,192,18028,18603,192,1,99.479,100.0,100.0,minus,1.37e-119,365,mate-pair-formation
NC_012885_00083|MPF_F,"AANWXA010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 19MD12GT08-S SAMN13842006-rid8889213.denovo.033, whole genome shotgun sequence",438,50307,1,438,18603,19916,438,42,90.411,100.0,100.0,minus,0.0,752,mate-pair-formation
NC_014170_00023|MPF_F,"AANWXA010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 19MD12GT08-S SAMN13842006-rid8889213.denovo.033, whole genome shotgun sequence",305,50307,1,305,19916,20830,305,24,92.131,100.0,100.0,minus,0.0,569,mate-pair-formation
NC_009140_00071|MPF_F,"AANWXA010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 19MD12GT08-S SAMN13842006-rid8889213.denovo.033, whole genome shotgun sequence",621,50307,1,621,25253,27115,621,0,100.0,100.0,100.0,minus,0.0,1177,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
JQ319772|MOBH,"AAPFZR010000017.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.17, whole genome shotgun sequence",398,77267,1,398,74768,75165,398,0,100.0,100.0,100.0,minus,0.0,736,oriT
000092__CP025470|IncC,"AAPFZR010000017.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.17, whole genome shotgun sequence",1101,77267,1,1101,72851,73951,1101,0,100.0,100.0,100.0,minus,0.0,2034,replicon
NC_012690_00071|MOBH,"AAPFZR010000017.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.17, whole genome shotgun sequence",458,77267,245,458,3527,4168,214,4,98.131,47.0,100.0,minus,5.68e-141,440,relaxase
NC_012885_00072|MOBH,"AAPFZR010000017.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.17, whole genome shotgun sequence",987,77267,1,986,10729,13695,991,104,88.799,99.0,99.0,minus,0.0,1597,relaxase
NC_016974_00085|MPF_F,"AAPFZR010000017.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.17, whole genome shotgun sequence",192,77267,1,192,1639,2214,192,1,99.479,100.0,100.0,minus,2.72e-119,365,mate-pair-formation
NC_012885_00083|MPF_F,"AAPFZR010000017.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.17, whole genome shotgun sequence",438,77267,1,438,2214,3527,438,42,90.411,100.0,100.0,minus,0.0,752,mate-pair-formation
NC_014170_00023|MPF_F,"AAPFZR010000017.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.17, whole genome shotgun sequence",305,77267,1,305,3527,4441,305,24,92.131,100.0,100.0,minus,0.0,569,mate-pair-formation
NC_009140_00071|MPF_F,"AAPFZR010000017.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.17, whole genome shotgun sequence",621,77267,1,621,8864,10726,621,0,100.0,100.0,100.0,minus,0.0,1177,mate-pair-formation
NC_023291_00077|MPF_F,"AAPFZR010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.33, whole genome shotgun sequence",335,18747,1,335,7238,8242,335,2,99.403,100.0,100.0,minus,0.0,582,mate-pair-formation
NC_012885_00091|MPF_F,"AAPFZR010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.33, whole genome shotgun sequence",422,18747,1,422,8910,10172,422,24,94.076,100.0,100.0,minus,0.0,821,mate-pair-formation
NC_012885_00088|MPF_T,"AAPFZR010000033.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.33, whole genome shotgun sequence",815,18747,1,815,10997,13441,815,16,98.037,100.0,100.0,minus,0.0,1638,mate-pair-formation
NC_012885_00167|MPF_F,"AAPFZR010000036.1 Salmonella enterica subsp. enterica serovar Typhimurium strain MDH-2013-00193 SAMN02378198-rid5016223.denovo.37, whole genome shotgun sequence",477,13155,1,477,6496,7926,477,12,97.484,100.0,100.0,minus,0.0,931,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
JQ319772|MOBH,"AAPZCI010000034.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.034, whole genome shotgun sequence",398,52975,1,398,41172,41569,398,0,100.0,100.0,100.0,minus,0.0,736,oriT
000092__CP025470|IncC,"AAPZCI010000034.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.034, whole genome shotgun sequence",1101,52975,1,1101,39255,40355,1101,0,100.0,100.0,100.0,minus,0.0,2034,replicon
NC_012690_00071|MOBH,"AAPZCI010000041.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.041, whole genome shotgun sequence",458,49126,245,458,19079,19720,214,4,98.131,47.0,100.0,minus,6.999999999999999e-141,440,relaxase
NC_012885_00072|MOBH,"AAPZCI010000041.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.041, whole genome shotgun sequence",987,49126,1,986,26281,29247,991,104,88.799,99.0,99.0,minus,0.0,1597,relaxase
NC_012885_00167|MPF_F,"AAPZCI010000037.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.037, whole genome shotgun sequence",477,52345,1,477,44388,45818,477,12,97.484,100.0,100.0,plus,0.0,931,mate-pair-formation
NC_023291_00077|MPF_F,"AAPZCI010000041.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.041, whole genome shotgun sequence",335,49126,1,335,4049,5053,335,2,99.403,100.0,100.0,minus,0.0,582,mate-pair-formation
NC_012885_00091|MPF_F,"AAPZCI010000041.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.041, whole genome shotgun sequence",422,49126,1,422,5721,6983,422,24,94.076,100.0,100.0,minus,0.0,821,mate-pair-formation
NC_012885_00088|MPF_T,"AAPZCI010000041.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.041, whole genome shotgun sequence",815,49126,1,815,7808,10252,815,16,98.037,100.0,100.0,minus,0.0,1638,mate-pair-formation
NC_016974_00085|MPF_F,"AAPZCI010000041.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.041, whole genome shotgun sequence",192,49126,1,192,17191,17766,192,1,99.479,100.0,100.0,minus,3.37e-119,365,mate-pair-formation
NC_012885_00083|MPF_F,"AAPZCI010000041.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.041, whole genome shotgun sequence",438,49126,1,438,17766,19079,438,42,90.411,100.0,100.0,minus,0.0,752,mate-pair-formation
NC_014170_00023|MPF_F,"AAPZCI010000041.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.041, whole genome shotgun sequence",305,49126,1,305,19079,19993,305,24,92.131,100.0,100.0,minus,0.0,569,mate-pair-formation
NC_009140_00071|MPF_F,"AAPZCI010000041.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FDA632960-2 isolate CFSAN019048 SAMN02918687-rid5576793.denovo.041, whole genome shotgun sequence",621,49126,1,621,24416,26278,621,0,100.0,100.0,100.0,minus,0.0,1177,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
MG764547|IncI-gamma/K1,"AAWBYX010000025.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N19S2185 SAMN14755108-rid9771143.denovo.25, whole genome shotgun sequence",1032,74296,1,1032,56575,57606,1032,0,100.0,100.0,100.0,minus,0.0,1906,replicon
NC_012885_00072|MOBH,"AAWBYX010000025.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N19S2185 SAMN14755108-rid9771143.denovo.25, whole genome shotgun sequence",987,74296,1,986,19880,22846,991,104,88.799,99.0,99.0,plus,0.0,1597,relaxase
NC_012690_00071|MOBH,"AAWBYX010000025.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N19S2185 SAMN14755108-rid9771143.denovo.25, whole genome shotgun sequence",458,74296,245,458,29407,30048,214,4,98.131,47.0,100.0,plus,3.9e-141,440,relaxase
NC_009140_00071|MPF_F,"AAWBYX010000025.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N19S2185 SAMN14755108-rid9771143.denovo.25, whole genome shotgun sequence",621,74296,1,621,22849,24711,621,0,100.0,100.0,100.0,plus,0.0,1177,mate-pair-formation
NC_014170_00023|MPF_F,"AAWBYX010000025.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N19S2185 SAMN14755108-rid9771143.denovo.25, whole genome shotgun sequence",305,74296,1,305,29134,30048,305,24,92.131,100.0,100.0,plus,0.0,569,mate-pair-formation
NC_012885_00083|MPF_F,"AAWBYX010000025.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N19S2185 SAMN14755108-rid9771143.denovo.25, whole genome shotgun sequence",438,74296,1,438,30048,31361,438,42,90.411,100.0,100.0,plus,0.0,752,mate-pair-formation
NC_016974_00085|MPF_F,"AAWBYX010000025.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N19S2185 SAMN14755108-rid9771143.denovo.25, whole genome shotgun sequence",192,74296,1,192,31361,31936,192,1,99.479,100.0,100.0,plus,1.87e-119,365,mate-pair-formation
NC_012885_00088|MPF_T,"AAWBYX010000025.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N19S2185 SAMN14755108-rid9771143.denovo.25, whole genome shotgun sequence",815,74296,1,815,38875,41319,815,16,98.037,100.0,100.0,plus,0.0,1638,mate-pair-formation
NC_012885_00091|MPF_F,"AAWBYX010000025.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N19S2185 SAMN14755108-rid9771143.denovo.25, whole genome shotgun sequence",422,74296,1,422,42144,43406,422,24,94.076,100.0,100.0,plus,0.0,821,mate-pair-formation
NC_023291_00077|MPF_F,"AAWBYX010000025.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N19S2185 SAMN14755108-rid9771143.denovo.25, whole genome shotgun sequence",335,74296,1,335,44074,45078,335,2,99.403,100.0,100.0,plus,0.0,582,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
NC_012690_00071|MOBH,"AAWQNC010000021.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-20-VL-NY-NCR-0010 SAMN16429057-rid10766763.denovo.21, whole genome shotgun sequence",458,50072,245,458,19916,20557,214,4,98.131,47.0,100.0,minus,3.33e-141,440,relaxase
NC_012885_00072|MOBH,"AAWQNC010000021.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-20-VL-NY-NCR-0010 SAMN16429057-rid10766763.denovo.21, whole genome shotgun sequence",987,50072,1,986,27118,30084,991,104,88.799,99.0,99.0,minus,0.0,1597,relaxase
NC_023291_00077|MPF_F,"AAWQNC010000021.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-20-VL-NY-NCR-0010 SAMN16429057-rid10766763.denovo.21, whole genome shotgun sequence",335,50072,1,335,4886,5890,335,2,99.403,100.0,100.0,minus,0.0,582,mate-pair-formation
NC_012885_00091|MPF_F,"AAWQNC010000021.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-20-VL-NY-NCR-0010 SAMN16429057-rid10766763.denovo.21, whole genome shotgun sequence",422,50072,1,422,6558,7820,422,24,94.076,100.0,100.0,minus,0.0,821,mate-pair-formation
NC_012885_00088|MPF_T,"AAWQNC010000021.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-20-VL-NY-NCR-0010 SAMN16429057-rid10766763.denovo.21, whole genome shotgun sequence",815,50072,1,815,8645,11089,815,16,98.037,100.0,100.0,minus,0.0,1638,mate-pair-formation
NC_016974_00085|MPF_F,"AAWQNC010000021.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-20-VL-NY-NCR-0010 SAMN16429057-rid10766763.denovo.21, whole genome shotgun sequence",192,50072,1,192,18028,18603,192,1,99.479,100.0,100.0,minus,1.6e-119,365,mate-pair-formation
NC_012885_00083|MPF_F,"AAWQNC010000021.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-20-VL-NY-NCR-0010 SAMN16429057-rid10766763.denovo.21, whole genome shotgun sequence",438,50072,1,438,18603,19916,438,42,90.411,100.0,100.0,minus,0.0,752,mate-pair-formation
NC_014170_00023|MPF_F,"AAWQNC010000021.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-20-VL-NY-NCR-0010 SAMN16429057-rid10766763.denovo.21, whole genome shotgun sequence",305,50072,1,305,19916,20830,305,24,92.131,100.0,100.0,minus,0.0,569,mate-pair-formation
NC_009140_00071|MPF_F,"AAWQNC010000021.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-20-VL-NY-NCR-0010 SAMN16429057-rid10766763.denovo.21, whole genome shotgun sequence",621,50072,1,621,25253,27115,621,0,100.0,100.0,100.0,minus,0.0,1177,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
MG764547|IncI-gamma/K1,"AAWXOU010000020.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS22029335 SAMN16357027-rid10701073.denovo.20, whole genome shotgun sequence",1032,74851,1,1032,57684,58715,1032,0,100.0,100.0,100.0,minus,0.0,1906,replicon
NC_012885_00072|MOBH,"AAWXOU010000020.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS22029335 SAMN16357027-rid10701073.denovo.20, whole genome shotgun sequence",987,74851,1,986,19880,22846,991,104,88.799,99.0,99.0,plus,0.0,1597,relaxase
NC_012690_00071|MOBH,"AAWXOU010000020.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS22029335 SAMN16357027-rid10701073.denovo.20, whole genome shotgun sequence",458,74851,245,458,29407,30048,214,4,98.131,47.0,100.0,plus,4.27e-141,440,relaxase
NC_009140_00071|MPF_F,"AAWXOU010000020.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS22029335 SAMN16357027-rid10701073.denovo.20, whole genome shotgun sequence",621,74851,1,621,22849,24711,621,0,100.0,100.0,100.0,plus,0.0,1177,mate-pair-formation
NC_014170_00023|MPF_F,"AAWXOU010000020.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS22029335 SAMN16357027-rid10701073.denovo.20, whole genome shotgun sequence",305,74851,1,305,29134,30048,305,24,92.131,100.0,100.0,plus,0.0,569,mate-pair-formation
NC_012885_00083|MPF_F,"AAWXOU010000020.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS22029335 SAMN16357027-rid10701073.denovo.20, whole genome shotgun sequence",438,74851,1,438,30048,31361,438,42,90.411,100.0,100.0,plus,0.0,752,mate-pair-formation
NC_016974_00085|MPF_F,"AAWXOU010000020.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS22029335 SAMN16357027-rid10701073.denovo.20, whole genome shotgun sequence",192,74851,1,192,31361,31936,192,1,99.479,100.0,100.0,plus,2.04e-119,365,mate-pair-formation
NC_012885_00088|MPF_T,"AAWXOU010000020.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS22029335 SAMN16357027-rid10701073.denovo.20, whole genome shotgun sequence",815,74851,1,815,38875,41319,815,16,98.037,100.0,100.0,plus,0.0,1638,mate-pair-formation
NC_012885_00091|MPF_F,"AAWXOU010000020.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS22029335 SAMN16357027-rid10701073.denovo.20, whole genome shotgun sequence",422,74851,1,422,42144,43406,422,24,94.076,100.0,100.0,plus,0.0,821,mate-pair-formation
NC_023291_00077|MPF_F,"AAWXOU010000020.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS22029335 SAMN16357027-rid10701073.denovo.20, whole genome shotgun sequence",335,74851,1,335,44074,45078,335,2,99.403,100.0,100.0,plus,0.0,582,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
JQ319772|MOBH,"AAYPQN010000017.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.17, whole genome shotgun sequence",398,102120,1,398,99621,100018,398,0,100.0,100.0,100.0,minus,0.0,736,oriT
